
12831.8,1050.95
12880.1,999.224
12926.6,950.171
12972.8,896.932
13018.9,844.39
13062.8,788.987
13106.8,731.867
13149.9,674.101
13192.7,617.406
13234,561.506
13273.3,498.313
13313.5,437.11
13351.3,375
13388.2,316.555
13423.2,252.4
13441.2,221.177
13474.3,159.389
13506.9,96.7284
13538.3,33.9865
13567.3,-29.1576
13597.7,-88.4407
13624.8,-152.462
13650.7,-213.875
13676.2,-277.934
13699.5,-339.283
13724.3,-397.175
13735.1,-440.13
13757.7,-497.634
13776.8,-556.987
13796.2,-615.337
13815.2,-670.456
13832.6,-725.717
13849.8,-779.393
13865.8,-835.321
13881,-887.471
13896.1,-937.992
13910.9,-988.532
13923.2,-1038.27
13936.3,-1085.69
13949.6,-1131.39
13960,-1178.16
13972.9,-1222.28
13984.3,-1264.72
13994.3,-1306.87
14004.5,-1346.95
14020.7,-1405.11
14029.6,-1444.07
14039.8,-1480.15
14047.6,-1515.56
14056.2,-1549.41
14062.8,-1582.19
14068.2,-1613.59
14075.5,-1644.55
14081.9,-1673.65
14087.3,-1701.41
14093.7,-1728.6
14097.7,-1754.11
14099.2,-1778.27
14101.6,-1802.17
14104.1,-1825.03
14103.2,-1845.67
14107.4,-1868.08
14103.4,-1886.4
14103.6,-1906.04
14098.4,-1924.12
14098.4,-1943.22
14092,-1959.86
14084.1,-1975.42
14079.1,-1992.8
14069.6,-2007.96
14061.5,-2024.01
14056.1,-2042.51
14039.9,-2056.06
14029.9,-2072.99
14012.1,-2087.22
14000.8,-2104.44
13983.6,-2120.71
13965.9,-2137.3
13943.8,-2153.58
13930,-2173.84
13902.3,-2190.85
13883.5,-2211.08
13859.1,-2231.06
13835.7,-2252.38
13809.4,-2274.59
13783.5,-2297.97
13762.5,-2323.53
13735.2,-2349.15
13710.1,-2376.03
13680.7,-2404.21
13646.4,-2434.2
13619.3,-2465.11
13589.9,-2497.61
13566.4,-2530.29
13530,-2567.62
13511.5,-2601.44
13478.9,-2640.19
13453.4,-2678.38
13416.9,-2721.41
13387.6,-2764.01
13366.6,-2804.53
13335.6,-2850.38
13315.7,-2893.47
13290.3,-2939.35
13263.3,-2988.31
13239.8,-3036.72
13222.3,-3081.75
13198.2,-3133.48
13179.6,-3182.56
13158.2,-3235.43
13139.4,-3287.48
13124.1,-3337.83
